repo,baseline,state,query_id,query_type,eligible,n_relevant,stale_rank,fresh_rank,recall1_stale,recall3_stale,recall5_stale,recall10_stale,mrr_stale,recall1_fresh,recall3_fresh,recall5_fresh,recall10_fresh,mrr_fresh
PostSpark 3,A,a4d32bab9,q-006,ui-peripheral,1,1,4,1,0.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,a4d32bab9,q-007,db-config,1,1,74,96,0.0,0.0,0.0,0.0,0.013514,0.0,0.0,0.0,0.0,0.010417
PostSpark 3,A,a4d32bab9,q-008,db-central,1,1,55,65,0.0,0.0,0.0,0.0,0.018182,0.0,0.0,0.0,0.0,0.015385
PostSpark 3,A,a4d32bab9,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,a4d32bab9,q-010,ai-central,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,a4d32bab9,q-014,ai-stable,1,2,7,12,0.0,0.0,0.0,0.5,0.142857,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,a4d32bab9,q-015,feature-stable,1,3,88,1,0.0,0.0,0.0,0.0,0.011364,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,a4d32bab9,q-016,feature-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,a4d32bab9,q-018,ai-added,1,1,-1,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987
PostSpark 3,A,a4d32bab9,q-019,feature-stable,1,1,26,31,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.032258
PostSpark 3,A,a4d32bab9,q-026,editor-added,1,1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125
PostSpark 3,A,a4d32bab9,q-027,editor-modified,1,1,-1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909
PostSpark 3,A,a4d32bab9,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,a4d32bab9,q-029,editor-modified,1,2,1,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,a4d32bab9,q-032,client-central,1,1,15,8,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,1.0,0.125
PostSpark 3,A,a4d32bab9,q-033,client-infra,1,2,4,1,0.0,0.0,0.5,1.0,0.25,0.5,0.5,0.5,1.0,1.0
PostSpark 3,A,a4d32bab9,q-035,config-central,1,1,113,128,0.0,0.0,0.0,0.0,0.00885,0.0,0.0,0.0,0.0,0.007812
PostSpark 3,A,a4d32bab9,q-036,infra-central,1,1,52,76,0.0,0.0,0.0,0.0,0.019231,0.0,0.0,0.0,0.0,0.013158
PostSpark 3,A,a4d32bab9,q-037,api-central,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,a4d32bab9,q-038,feature-stable,1,1,15,13,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.076923
PostSpark 3,A,a4d32bab9,q-039,feature-stable,1,1,6,7,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.142857
PostSpark 3,A,a4d32bab9,q-040,feature-stable,1,3,51,69,0.0,0.0,0.0,0.0,0.019608,0.0,0.0,0.0,0.0,0.014493
PostSpark 3,A,a4d32bab9,q-044,editor-deleted,1,2,9,12,0.0,0.0,0.0,0.5,0.111111,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,a4d32bab9,q-045,ui-deleted,1,1,2,7,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.142857
PostSpark 3,A,a4d32bab9,q-046,view-added,1,1,3,2,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,f7c0b2d2f,q-001,auth-modified,1,2,122,32,0.0,0.0,0.0,0.0,0.008197,0.0,0.0,0.0,0.0,0.03125
PostSpark 3,A,f7c0b2d2f,q-002,auth-central,1,3,2,37,0.0,0.333333,0.333333,0.333333,0.5,0.0,0.0,0.0,0.0,0.027027
PostSpark 3,A,f7c0b2d2f,q-003,billing-central,1,2,1,1,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,f7c0b2d2f,q-004,billing-infra,1,2,1,1,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,f7c0b2d2f,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,f7c0b2d2f,q-006,ui-peripheral,1,1,4,1,0.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,f7c0b2d2f,q-007,db-config,1,1,74,85,0.0,0.0,0.0,0.0,0.013514,0.0,0.0,0.0,0.0,0.011765
PostSpark 3,A,f7c0b2d2f,q-008,db-central,1,1,55,70,0.0,0.0,0.0,0.0,0.018182,0.0,0.0,0.0,0.0,0.014286
PostSpark 3,A,f7c0b2d2f,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,f7c0b2d2f,q-010,ai-central,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,f7c0b2d2f,q-014,ai-stable,1,2,7,12,0.0,0.0,0.0,0.5,0.142857,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,f7c0b2d2f,q-015,feature-stable,1,3,88,1,0.0,0.0,0.0,0.0,0.011364,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,f7c0b2d2f,q-016,feature-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,f7c0b2d2f,q-018,ai-added,1,1,-1,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012821
PostSpark 3,A,f7c0b2d2f,q-019,feature-stable,1,1,26,34,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.029412
PostSpark 3,A,f7c0b2d2f,q-026,editor-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,f7c0b2d2f,q-027,editor-modified,1,1,-1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923
PostSpark 3,A,f7c0b2d2f,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,f7c0b2d2f,q-029,editor-modified,1,2,1,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,f7c0b2d2f,q-032,client-central,1,1,15,22,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.045455
PostSpark 3,A,f7c0b2d2f,q-033,client-infra,1,2,4,1,0.0,0.0,0.5,1.0,0.25,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,f7c0b2d2f,q-035,config-central,1,1,113,129,0.0,0.0,0.0,0.0,0.00885,0.0,0.0,0.0,0.0,0.007752
PostSpark 3,A,f7c0b2d2f,q-036,infra-central,1,1,52,77,0.0,0.0,0.0,0.0,0.019231,0.0,0.0,0.0,0.0,0.012987
PostSpark 3,A,f7c0b2d2f,q-037,api-central,1,1,1,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,f7c0b2d2f,q-038,feature-stable,1,1,15,18,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,A,f7c0b2d2f,q-039,feature-stable,1,1,6,7,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.142857
PostSpark 3,A,f7c0b2d2f,q-040,feature-stable,1,3,51,71,0.0,0.0,0.0,0.0,0.019608,0.0,0.0,0.0,0.0,0.014085
PostSpark 3,A,f7c0b2d2f,q-044,editor-deleted,1,2,9,14,0.0,0.0,0.0,0.5,0.111111,0.0,0.0,0.0,0.0,0.071429
PostSpark 3,A,f7c0b2d2f,q-045,ui-deleted,1,1,2,5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,f7c0b2d2f,q-046,view-added,1,1,3,2,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,aa2521c96,q-001,auth-modified,1,2,122,31,0.0,0.0,0.0,0.0,0.008197,0.0,0.0,0.0,0.0,0.032258
PostSpark 3,A,aa2521c96,q-002,auth-central,1,3,2,39,0.0,0.333333,0.333333,0.333333,0.5,0.0,0.0,0.0,0.0,0.025641
PostSpark 3,A,aa2521c96,q-003,billing-central,1,2,1,1,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,aa2521c96,q-004,billing-infra,1,2,1,1,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,aa2521c96,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,aa2521c96,q-006,ui-peripheral,1,1,4,1,0.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,aa2521c96,q-007,db-config,1,1,74,85,0.0,0.0,0.0,0.0,0.013514,0.0,0.0,0.0,0.0,0.011765
PostSpark 3,A,aa2521c96,q-008,db-central,1,1,55,69,0.0,0.0,0.0,0.0,0.018182,0.0,0.0,0.0,0.0,0.014493
PostSpark 3,A,aa2521c96,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,aa2521c96,q-010,ai-central,1,1,3,4,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,aa2521c96,q-014,ai-stable,1,2,7,9,0.0,0.0,0.0,0.5,0.142857,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,A,aa2521c96,q-015,feature-stable,1,3,88,1,0.0,0.0,0.0,0.0,0.011364,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,aa2521c96,q-016,feature-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,aa2521c96,q-018,ai-added,1,1,-1,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012821
PostSpark 3,A,aa2521c96,q-019,feature-stable,1,1,26,32,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.03125
PostSpark 3,A,aa2521c96,q-026,editor-added,1,1,-1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027778
PostSpark 3,A,aa2521c96,q-027,editor-modified,1,1,-1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909
PostSpark 3,A,aa2521c96,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,aa2521c96,q-029,editor-modified,1,2,1,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,aa2521c96,q-032,client-central,1,1,15,23,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.043478
PostSpark 3,A,aa2521c96,q-033,client-infra,1,2,4,1,0.0,0.0,0.5,1.0,0.25,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,aa2521c96,q-035,config-central,1,1,113,130,0.0,0.0,0.0,0.0,0.00885,0.0,0.0,0.0,0.0,0.007692
PostSpark 3,A,aa2521c96,q-036,infra-central,1,1,52,77,0.0,0.0,0.0,0.0,0.019231,0.0,0.0,0.0,0.0,0.012987
PostSpark 3,A,aa2521c96,q-037,api-central,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,aa2521c96,q-038,feature-stable,1,1,15,15,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.066667
PostSpark 3,A,aa2521c96,q-039,feature-stable,1,1,6,7,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.142857
PostSpark 3,A,aa2521c96,q-040,feature-stable,1,3,51,71,0.0,0.0,0.0,0.0,0.019608,0.0,0.0,0.0,0.0,0.014085
PostSpark 3,A,aa2521c96,q-044,editor-deleted,1,2,9,13,0.0,0.0,0.0,0.5,0.111111,0.0,0.0,0.0,0.0,0.076923
PostSpark 3,A,aa2521c96,q-045,ui-deleted,1,1,2,5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,aa2521c96,q-046,view-added,1,1,3,1,0.0,1.0,1.0,1.0,0.333333,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5192f8bcc,q-001,auth-modified,1,2,122,31,0.0,0.0,0.0,0.0,0.008197,0.0,0.0,0.0,0.0,0.032258
PostSpark 3,A,5192f8bcc,q-002,auth-central,1,3,2,40,0.0,0.333333,0.333333,0.333333,0.5,0.0,0.0,0.0,0.0,0.025
PostSpark 3,A,5192f8bcc,q-003,billing-central,1,2,1,1,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,5192f8bcc,q-004,billing-infra,1,2,1,1,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,5192f8bcc,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5192f8bcc,q-006,ui-peripheral,1,1,4,1,0.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5192f8bcc,q-007,db-config,1,1,74,86,0.0,0.0,0.0,0.0,0.013514,0.0,0.0,0.0,0.0,0.011628
PostSpark 3,A,5192f8bcc,q-008,db-central,1,1,55,70,0.0,0.0,0.0,0.0,0.018182,0.0,0.0,0.0,0.0,0.014286
PostSpark 3,A,5192f8bcc,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5192f8bcc,q-010,ai-central,1,1,3,4,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,5192f8bcc,q-014,ai-stable,1,2,7,10,0.0,0.0,0.0,0.5,0.142857,0.0,0.0,0.0,0.5,0.1
PostSpark 3,A,5192f8bcc,q-015,feature-stable,1,3,88,1,0.0,0.0,0.0,0.0,0.011364,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,5192f8bcc,q-016,feature-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,5192f8bcc,q-018,ai-added,1,1,-1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125
PostSpark 3,A,5192f8bcc,q-019,feature-stable,1,1,26,34,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.029412
PostSpark 3,A,5192f8bcc,q-026,editor-added,1,1,-1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027
PostSpark 3,A,5192f8bcc,q-027,editor-modified,1,1,-1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909
PostSpark 3,A,5192f8bcc,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5192f8bcc,q-029,editor-modified,1,2,1,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,5192f8bcc,q-032,client-central,1,1,15,2,0.0,0.0,0.0,0.0,0.066667,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,5192f8bcc,q-033,client-infra,1,2,4,1,0.0,0.0,0.5,1.0,0.25,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,5192f8bcc,q-035,config-central,1,1,113,132,0.0,0.0,0.0,0.0,0.00885,0.0,0.0,0.0,0.0,0.007576
PostSpark 3,A,5192f8bcc,q-036,infra-central,1,1,52,78,0.0,0.0,0.0,0.0,0.019231,0.0,0.0,0.0,0.0,0.012821
PostSpark 3,A,5192f8bcc,q-037,api-central,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5192f8bcc,q-038,feature-stable,1,1,15,15,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.066667
PostSpark 3,A,5192f8bcc,q-039,feature-stable,1,1,6,7,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.142857
PostSpark 3,A,5192f8bcc,q-040,feature-stable,1,3,51,74,0.0,0.0,0.0,0.0,0.019608,0.0,0.0,0.0,0.0,0.013514
PostSpark 3,A,5192f8bcc,q-044,editor-deleted,1,2,9,13,0.0,0.0,0.0,0.5,0.111111,0.0,0.0,0.0,0.0,0.076923
PostSpark 3,A,5192f8bcc,q-045,ui-deleted,1,1,2,5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,5192f8bcc,q-046,view-added,1,1,3,1,0.0,1.0,1.0,1.0,0.333333,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-001,auth-modified,1,2,122,31,0.0,0.0,0.0,0.0,0.008197,0.0,0.0,0.0,0.0,0.032258
PostSpark 3,A,fd26cb58f,q-002,auth-central,1,3,2,41,0.0,0.333333,0.333333,0.333333,0.5,0.0,0.0,0.0,0.0,0.02439
PostSpark 3,A,fd26cb58f,q-003,billing-central,1,2,1,1,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-004,billing-infra,1,2,1,1,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-006,ui-peripheral,1,1,4,1,0.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-007,db-config,1,1,74,86,0.0,0.0,0.0,0.0,0.013514,0.0,0.0,0.0,0.0,0.011628
PostSpark 3,A,fd26cb58f,q-008,db-central,1,1,55,70,0.0,0.0,0.0,0.0,0.018182,0.0,0.0,0.0,0.0,0.014286
PostSpark 3,A,fd26cb58f,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-010,ai-central,1,1,3,4,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,fd26cb58f,q-014,ai-stable,1,2,7,9,0.0,0.0,0.0,0.5,0.142857,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,A,fd26cb58f,q-015,feature-stable,1,3,88,1,0.0,0.0,0.0,0.0,0.011364,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,fd26cb58f,q-016,feature-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fd26cb58f,q-018,ai-added,1,1,-1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125
PostSpark 3,A,fd26cb58f,q-019,feature-stable,1,1,26,34,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.029412
PostSpark 3,A,fd26cb58f,q-026,editor-added,1,1,-1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027
PostSpark 3,A,fd26cb58f,q-027,editor-modified,1,1,-1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909
PostSpark 3,A,fd26cb58f,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-029,editor-modified,1,2,1,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-032,client-central,1,1,15,2,0.0,0.0,0.0,0.0,0.066667,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fd26cb58f,q-033,client-infra,1,2,4,1,0.0,0.0,0.5,1.0,0.25,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,fd26cb58f,q-035,config-central,1,1,113,132,0.0,0.0,0.0,0.0,0.00885,0.0,0.0,0.0,0.0,0.007576
PostSpark 3,A,fd26cb58f,q-036,infra-central,1,1,52,78,0.0,0.0,0.0,0.0,0.019231,0.0,0.0,0.0,0.0,0.012821
PostSpark 3,A,fd26cb58f,q-037,api-central,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-038,feature-stable,1,1,15,15,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.066667
PostSpark 3,A,fd26cb58f,q-039,feature-stable,1,1,6,7,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.142857
PostSpark 3,A,fd26cb58f,q-040,feature-stable,1,3,51,74,0.0,0.0,0.0,0.0,0.019608,0.0,0.0,0.0,0.0,0.013514
PostSpark 3,A,fd26cb58f,q-044,editor-deleted,1,2,9,13,0.0,0.0,0.0,0.5,0.111111,0.0,0.0,0.0,0.0,0.076923
PostSpark 3,A,fd26cb58f,q-045,ui-deleted,1,1,2,5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,fd26cb58f,q-046,view-added,1,1,3,1,0.0,1.0,1.0,1.0,0.333333,1.0,1.0,1.0,1.0,1.0
